0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28122.0,0.0,0.0,8170.0,0.0,0.0,0.0,0.0,0.0,574.0,0.0,0.0,0.0
28142.0,0.0,0.0,8183.0,0.0,0.0,-17.0,-9.0,204.0,578.0,318.0,0.0,45.0
28162.0,0.0,0.0,8170.0,0.0,0.0,9.0,-24.0,189.0,584.0,319.0,0.0,46.0
28182.0,0.0,0.0,8211.0,0.0,0.0,-14.0,10.0,207.0,586.0,319.0,0.0,46.0
28202.0,0.0,0.0,8211.0,0.0,0.0,-42.0,1.0,215.0,583.0,319.0,0.0,46.0
28222.0,0.0,0.0,8197.0,0.0,0.0,-28.0,-2.0,205.0,580.0,318.0,0.0,39.0
28242.0,0.0,0.0,8211.0,0.0,0.0,-9.0,-14.0,203.0,580.0,319.0,0.0,46.0
28262.0,0.0,0.0,8183.0,0.0,0.0,-3.0,-7.0,203.0,577.0,319.0,0.0,45.0
28282.0,0.0,0.0,8183.0,0.0,0.0,-22.0,-2.0,206.0,579.0,319.0,0.0,46.0
28302.0,0.0,0.0,8197.0,0.0,0.0,-32.0,-11.0,211.0,582.0,319.0,0.0,46.0
28322.0,0.0,0.0,8183.0,0.0,0.0,-12.0,0.0,205.0,583.0,318.0,0.0,38.0
28342.0,0.0,0.0,8197.0,0.0,0.0,-11.0,-11.0,204.0,579.0,319.0,0.0,47.0
28362.0,0.0,0.0,8170.0,0.0,0.0,-24.0,-9.0,210.0,578.0,320.0,0.0,47.0
28382.0,0.0,0.0,8183.0,0.0,0.0,-21.0,-11.0,207.0,581.0,318.0,0.0,51.0
28402.0,0.0,0.0,8197.0,0.0,0.0,-15.0,1.0,204.0,581.0,320.0,0.0,51.0
28422.0,0.0,0.0,8142.0,0.0,0.0,-19.0,-6.0,208.0,581.0,318.0,0.0,37.0
28442.0,0.0,0.0,8211.0,0.0,0.0,-23.0,-17.0,208.0,580.0,318.0,0.0,47.0
28462.0,0.0,0.0,8197.0,0.0,0.0,-17.0,-4.0,207.0,579.0,319.0,0.0,47.0
28482.0,0.0,0.0,8170.0,0.0,0.0,-17.0,-6.0,206.0,581.0,319.0,0.0,50.0
28502.0,0.0,0.0,8183.0,0.0,0.0,-23.0,-6.0,208.0,581.0,319.0,0.0,50.0
28522.0,0.0,0.0,8142.0,0.0,0.0,-21.0,-12.0,209.0,580.0,319.0,0.0,38.0
28542.0,0.0,0.0,8183.0,0.0,0.0,-15.0,-6.0,206.0,579.0,318.0,0.0,126.0
28562.0,0.0,0.0,8156.0,0.0,0.0,-21.0,-8.0,208.0,580.0,319.0,0.0,52.0
28582.0,0.0,0.0,8170.0,0.0,0.0,-22.0,-8.0,208.0,581.0,319.0,0.0,49.0
28602.0,0.0,0.0,8170.0,0.0,0.0,-18.0,-6.0,207.0,581.0,319.0,0.0,49.0
28622.0,0.0,0.0,8211.0,0.0,0.0,-18.0,-7.0,207.0,579.0,320.0,0.0,37.0
28642.0,0.0,0.0,8156.0,0.0,0.0,-20.0,-10.0,207.0,580.0,319.0,0.0,42.0
28662.0,0.0,0.0,8211.0,0.0,0.0,-21.0,-8.0,208.0,581.0,319.0,0.0,42.0
28682.0,0.0,0.0,8197.0,0.0,0.0,-19.0,-3.0,208.0,581.0,319.0,0.0,42.0
28702.0,0.0,0.0,8156.0,0.0,0.0,-19.0,-10.0,207.0,580.0,319.0,0.0,42.0
28722.0,0.0,0.0,8156.0,0.0,0.0,-19.0,-9.0,208.0,580.0,318.0,0.0,37.0
28742.0,0.0,0.0,8211.0,0.0,0.0,-18.0,-8.0,207.0,580.0,318.0,0.0,40.0
28762.0,0.0,0.0,8197.0,0.0,0.0,-20.0,-6.0,207.0,581.0,320.0,0.0,34.0
28782.0,0.0,0.0,8170.0,0.0,0.0,-21.0,-8.0,209.0,580.0,318.0,0.0,44.0
28802.0,0.0,0.0,8170.0,0.0,0.0,-18.0,-8.0,207.0,580.0,318.0,0.0,44.0
28822.0,0.0,0.0,8156.0,0.0,0.0,-18.0,-8.0,207.0,579.0,319.0,0.0,37.0
28842.0,0.0,0.0,8170.0,0.0,0.0,-20.0,-9.0,208.0,580.0,318.0,0.0,40.0
28862.0,0.0,0.0,8197.0,0.0,0.0,-20.0,-6.0,208.0,581.0,319.0,0.0,42.0
28882.0,0.0,0.0,8211.0,0.0,0.0,-19.0,-7.0,208.0,580.0,318.0,0.0,41.0
28902.0,0.0,0.0,8183.0,0.0,0.0,-19.0,-8.0,207.0,580.0,319.0,0.0,41.0
28922.0,0.0,0.0,8170.0,0.0,0.0,-19.0,-9.0,208.0,580.0,319.0,0.0,41.0
28942.0,0.0,0.0,8170.0,0.0,0.0,-19.0,-6.0,208.0,580.0,317.0,0.0,41.0
28962.0,0.0,0.0,8183.0,0.0,0.0,-19.0,-7.0,207.0,580.0,319.0,0.0,41.0
28982.0,0.0,0.0,8183.0,0.0,0.0,-20.0,-8.0,208.0,580.0,319.0,0.0,41.0
29002.0,0.0,0.0,8197.0,0.0,0.0,-19.0,-8.0,207.0,580.0,319.0,0.0,41.0
29022.0,0.0,0.0,8156.0,0.0,0.0,-19.0,-8.0,207.0,580.0,319.0,0.0,41.0
29042.0,0.0,0.0,8197.0,0.0,0.0,-20.0,-7.0,208.0,580.0,319.0,0.0,42.0
29062.0,0.0,0.0,8170.0,0.0,0.0,-19.0,-8.0,207.0,580.0,319.0,0.0,42.0
29082.0,0.0,0.0,8183.0,0.0,0.0,-19.0,-7.0,208.0,580.0,319.0,0.0,43.0
